"brand","shop","@lat","@lon"
"Перекресток","supermarket","55.6924065","37.8966832"
"TOPGUN","hairdresser","55.7893096","37.4785586"
"Дикси","supermarket","55.7519859","37.8713154"
"Магнит","supermarket","55.7962566","37.7895530"
"Дикси","supermarket","55.7932267","37.6245408"
"Eurospar","supermarket","55.7760304","37.6423001"
"МТС","mobile_phone","55.8646419","37.6835402"
"Дикси","supermarket","55.7928377","37.7885319"
"Пятёрочка","supermarket","55.6913220","37.8933732"
"Перекресток","supermarket","55.8744276","37.6095165"
"Магнолия","supermarket","55.6895702","37.5669729"
"Пятёрочка","supermarket","55.7653836","37.8332002"
"Магнит Косметик","chemist","55.8703996","37.5461447"
"Пятёрочка","supermarket","55.7595745","37.7951792"
"renault","car","55.6924498","37.5677939"
"Дикси","supermarket","55.7695123","37.6697983"
"Магнолия","supermarket","55.7854605","37.5958405"
"Смешные цены","clothes","55.8378670","37.3014263"
"Отдохни","alcohol","55.7932843","37.7904634"
"Магнит","supermarket","55.8208941","37.8229974"
"Московский ювелирный завод","jewelry","55.7418254","37.6283305"
"Ароматный мир","alcohol","55.7647446","37.6396567"
"Магнит","supermarket","55.8232731","37.3359052"
"Fix Price","variety_store","55.8104958","37.5673974"
"Дикси","supermarket","55.8424429","37.5531719"
"Пятёрочка","supermarket","55.6252010","37.6769381"
"Магнолия","convenience","55.7958844","37.5129337"
"Магнолия","supermarket","55.7899154","37.6131922"
"Пятёрочка","supermarket","55.8209134","37.5237796"
"Дикси","supermarket","55.7758160","37.5331963"
"Азбука Вкуса","supermarket","55.7491539","37.5605648"
"Азбука Вкуса","supermarket","55.7195147","37.4181102"
"Магнолия","supermarket","55.7406121","37.5916325"
"Светофор","supermarket","55.6501181","37.2564588"
"Перекрёсток","supermarket","55.9055608","37.7283678"
"Пятёрочка","convenience","55.8051549","37.4179907"
"Пятёрочка","supermarket","55.8716313","37.4690486"
"Ярче!","supermarket","55.8326304","37.2808485"
"Магнит","supermarket","55.8336707","37.4530056"
"Huyndai;Geely","car","55.8042651","37.2962851"
"TERVOLINA","shoes","55.8204578","37.4959340"
"АТАК","supermarket","55.8431370","37.4910502"
"Билайн","mobile_phone","55.8026962","37.5540108"
"Ароматный мир","alcohol","55.7401256","37.5902195"
"Магнит","supermarket","55.8270221","37.3308096"
"Пятёрочка","supermarket","55.6403731","37.6908567"
"Пятёрочка","supermarket","55.8218130","37.5800245"
"Билайн","mobile_phone","55.7703706","37.5965174"
"Детский мир","toys","55.8184592","37.5738667"
"Ford","car","55.8928819","37.5560474"
"Дикси","supermarket","55.6705669","37.2810964"
"Линзмастер","optician","55.6593281","37.4306286"
"АТАК","supermarket","55.8022511","37.7436791"
"Азбука Вкуса","supermarket","55.6842872","37.2961320"
"Связной","mobile_phone","55.6843569","37.2961500"
"Верный","convenience","55.6474263","37.7246788"
"Магнит","convenience","55.8266322","37.7637385"
"Sony","electronics","55.8215885","37.4976088"
"Пятёрочка","supermarket","55.8215233","37.7516638"
"Дикси","supermarket","55.7962105","37.7388150"
"Подружка","cosmetics","55.6474303","37.7240342"
"Билайн","mobile_phone","55.7857837","37.5955218"
"Автопаскер","car_parts","55.8042033","37.9359311"
"МегаФон","mobile_phone","55.7880693","37.7490877"
"Связной","mobile_phone","55.7883556","37.7480724"
"Красное&Белое","alcohol","55.7914891","37.7746239"
"Дикси","supermarket","55.7910525","37.7732825"
"Пятёрочка","convenience","55.6764812","37.7184675"
"Магнит Косметик","cosmetics","55.8068756","37.7070158"
"Бристоль","alcohol","55.7956673","37.5849574"
"Пятёрочка","supermarket","55.7851534","37.7360868"
"Billa","supermarket","55.7721728","37.6784404"
"Перекрёсток","supermarket","55.8189267","37.3474881"
"Дикси","supermarket","55.8378918","37.3003350"
"ВкусВилл","convenience","55.6984694","37.8495782"
"Ашан Сити","supermarket","55.8034412","37.6192010"
"Магнолия","convenience","55.7320242","37.5896579"
"Billa","supermarket","55.8173650","37.3687796"
"Дикси","supermarket","55.8467168","37.4895158"
"Дикси","supermarket","55.7218108","37.4235767"
"Суши Wok","convenience","55.7392580","37.5476873"
"Škoda;Volvo","car","55.8321084","37.5187485"
"Lego","toys","55.8888024","37.6410853"
"Перекрёсток","supermarket","55.8504293","37.4457033"
"Tele2","mobile_phone","55.7768489","37.6591123"
"Перекрёсток","supermarket","55.7519383","37.8730535"
"Дикси","supermarket","55.8126519","37.5730407"
"Дикси","supermarket","55.7420335","37.7719329"
"Пятёрочка","supermarket","55.7395136","37.7708474"
"М.Видео","electronics","55.8509041","37.4457141"
"Пятёрочка","supermarket","55.7036373","37.6857523"
"Пятёрочка","supermarket","55.7071902","37.6736834"
"Пятёрочка","supermarket","55.7758123","37.6917263"
"Леруа Мерлен","doityourself","55.7291773","37.7347287"
"Пятёрочка","supermarket","55.8178659","37.3341069"
"Дикси","supermarket","55.7077775","37.4047111"
"М.Видео","electronics","55.8297929","37.3082646"
"Пятёрочка","convenience","55.8967913","37.6333845"
"Дикси","supermarket","55.6835000","37.3017000"
"Дикси","supermarket","55.6826437","37.2949309"
"Дикси","supermarket","55.6506060","37.3881133"
"Избёнка","milk","55.8694448","37.6793070"
"Пятёрочка","supermarket","55.8183712","37.3685238"
"Дикси","supermarket","55.8871131","37.4144688"
"Пятёрочка","supermarket","55.8824411","37.4175642"
"Дикси","supermarket","55.7924694","37.5792487"
"Адамас","jewelry","55.7944621","37.5867792"
"Персона","hairdresser","55.7684546","37.6670534"
"Перекрёсток","supermarket","55.8457565","37.4390904"
"Дикси","supermarket","55.7549945","37.6557665"
"Дикси","supermarket","55.7932123","37.8109207"
"TERVOLINA","shoes","55.7929701","37.7983013"
"Мегафон","mobile_phone","55.8864796","37.6597178"
"Л'Этуаль","cosmetics","55.8872195","37.6614266"
"МТС","mobile_phone","55.8871241","37.6614118"
"Ford","car","55.8292440","37.5130842"
"Адамас","jewelry","55.8609408","37.6267109"
"Диана","dry_cleaning","55.8700060","37.6576123"
"Магнит","supermarket","55.8715494","37.6835586"
"Атак","supermarket","55.8170191","37.7356846"
"Fiat Professional","car","55.6458762","37.6726723"
"Дикси","supermarket","55.8137951","37.5991368"
"Перекресток","supermarket","55.7095476","37.4709396"
"Магнит","supermarket","55.7086310","37.3941503"
"Билайн","mobile_phone","55.7511054","37.7840869"
"Виктория","supermarket","55.8550380","37.6531300"
"Магнит","supermarket","55.8990849","37.7165946"
"Пятёрочка","convenience","55.6731362","37.4511263"
"Диана","dry_cleaning","55.7189070","37.4217435"
"МТС","mobile_phone","55.7186380","37.4203555"
"Мегафон","mobile_phone","55.7718313","37.6205565"
"МясновЪ","convenience","55.7970127","37.7873835"
"Спортмастер","sports","55.8988143","37.6291976"
"Mitsbishi","car","55.6529843","37.8393176"
"Hyundai, Genesis","car","55.7881038","37.8859713"
"Магнит","supermarket","55.7998840","37.7815875"
"Азбука Вкуса","supermarket","55.6651266","37.4812476"
"Азбука Вкуса","supermarket","55.6779984","37.5076934"
"Азбука Вкуса","supermarket","55.7492218","37.6624399"
"Азбука Вкуса","supermarket","55.7514498","37.5838036"
"Азбука Вкуса","supermarket","55.7652231","37.6160466"
"Азбука Вкуса","supermarket","55.7661497","37.6214882"
"Азбука Вкуса","supermarket","55.7753994","37.5891613"
"Азбука вкуса","supermarket","55.7762542","37.5963245"
"Азбука Вкуса","supermarket","55.7855566","37.6360021"
"Азбука Вкуса","supermarket","55.7862742","37.6784358"
"Азбука Вкуса","supermarket","55.7969890","37.5414657"
"Азбука Вкуса","supermarket","55.8336279","37.4864487"
"Азбука Вкуса","supermarket","55.8550824","37.6837878"
"Азбука Вкуса","supermarket","55.8866635","37.5436201"
"Адамас","jewelry","55.7643107","37.6065283"
"Иль де Ботэ","cosmetics","55.7596138","37.6120495"
"Yves Rocher","cosmetics","55.7590882","37.6124712"
"Связной","mobile_phone","55.7632997","37.6069413"
"Дикси","supermarket","55.8476675","37.5729252"
"Audi","car","55.7885521","37.8875451"
"М.Видео","electronics","55.7191886","37.7788838"
"BMW","car_repair","55.8674888","37.5174887"
"Дикси","supermarket","55.7352533","37.4862627"
"Иль де Ботэ","cosmetics","55.7576746","37.6337586"
"Читай-город","books","55.7518428","37.8586715"
"Кораблик","toys","55.7375354","37.8291320"
"Пятёрочка","supermarket","55.7374844","37.8291262"
"Lush","cosmetics","55.7538579","37.6376344"
"Подружка","cosmetics","55.8736491","37.5220053"
"Подружка","cosmetics","55.8800393","37.5327727"
"МегаФон","mobile_phone","55.7512893","37.8163389"
"Диана","dry_cleaning","55.7519900","37.8162484"
"МТС","mobile_phone","55.7451805","37.8173460"
"Ароматный мир","alcohol","55.7807666","37.7222829"
"Азбука Вкуса","supermarket","55.7646265","37.6561611"
"Магнолия","convenience","55.7625297","37.6525974"
"Пятёрочка","supermarket","55.7962176","37.7874089"
"Перекрёсток","supermarket","55.6202293","37.6577070"
"Ароматный мир","alcohol","55.7455468","37.6265134"
"Пятёрочка","supermarket","55.6906235","37.5637549"
"ВкусВилл","convenience","55.6320336","37.4835502"
"Volkswagen","car","55.8303630","37.4047727"
"Дикси","supermarket","55.8193178","37.4903264"
"EuroSPAR","supermarket","55.7305972","37.5900784"
"Дикси","supermarket","55.7587675","37.5213939"
"Магнолия","convenience","55.7026975","37.7825293"
"Магнолия","convenience","55.7138717","37.7930070"
"Пятёрочка","supermarket","55.8101267","37.8285474"
"Пятёрочка","supermarket","55.7867378","37.5718656"
"Дикси","supermarket","55.6637344","37.4854799"
"Дикси","supermarket","55.7600720","37.8676588"
"Связной","mobile_phone","55.7167501","37.7924553"
"Пятёрочка","supermarket","55.6634811","37.5194853"
"Пятёрочка","convenience","55.8162278","37.5908414"
"Красное&Белое","alcohol","55.7864261","37.4812338"
"Магнит","convenience","55.5874020","37.7567864"
"Связной","mobile_phone","55.7298228","37.6363221"
"Магнолия","supermarket","55.7452600","37.5580321"
"Л'Этуаль","cosmetics","55.7458801","37.5607988"
"Пятёрочка","supermarket","55.6932750","37.5744012"
"Магнолия","supermarket","55.7405644","37.6170615"
"Магнит","supermarket","55.7402319","37.8258955"
"Дикси","supermarket","55.8503298","37.4499596"
"Дикси","supermarket","55.8539101","37.4209345"
"Перекрёсток","supermarket","55.6363862","37.5211842"
"Перекресток Экспресс","supermarket","55.6632960","37.5192046"
"Ароматный мир","alcohol","55.7761085","37.4749877"
"ВкусВилл","convenience","55.6588052","37.5145988"
"Пятёрочка","supermarket","55.6726256","37.5080285"
"BMW","car_repair","55.7703834","37.8658953"
"Магнит","supermarket","55.8069207","37.7275464"
"Пятёрочка","supermarket","55.8038656","37.5657747"
"Пятёрочка","supermarket","55.8004252","37.7977840"
"Дикси","supermarket","55.7264345","37.4687431"
"Магнит","supermarket","55.7955702","37.6932463"
"Ашан","supermarket","55.8508755","37.5966025"
"Пятёрочка","supermarket","55.6720027","37.8733116"
"МясновЪ","butcher","55.6722311","37.8725029"
"Перекресток","supermarket","55.6701439","37.8705842"
"Billa","supermarket","55.7449519","37.6791355"
"Ароматный мир","alcohol","55.7627986","37.5954712"
"Louis Vuitton","clothes","55.7625740","37.6137167"
"Дикси","supermarket","55.6743531","37.8865900"
"Дикси","supermarket","55.8280150","37.3506570"
"Fix Price","variety_store","55.8268004","37.3330495"
"Пятёрочка","supermarket","55.8269131","37.3329585"
"Пятёрочка","supermarket","55.8084624","37.6446855"
"Магнит","supermarket","55.8501321","37.4264052"
"Виктория","supermarket","55.8192107","37.3387092"
"Спортмастер","sports","55.8195910","37.3454186"
"Четыре лапы","pet","55.8190412","37.3380624"
"Wildberries","outpost","55.7986275","37.6891625"
"МегаФон","mobile_phone","55.7750508","37.5830681"
"Hyundai","car","55.6755807","37.8591555"
"Hyundai","car","55.6752229","37.8598305"
"Дикси","supermarket","55.8318284","37.3266285"
"Дикси","convenience","55.6487708","37.4684895"
"Zara","clothes","55.7619623","37.6212482"
"М.Видео","electronics","55.6632628","37.5108207"
"Škoda","car","55.6588426","37.5317679"
"Sela","clothes","55.7648512","37.8448613"
"Bershka","clothes","55.7641691","37.8448828"
"Zara","clothes","55.7645404","37.8450867"
"Магнит","supermarket","55.8504996","37.4152547"
"МТС","mobile_phone","55.7925850","37.5907743"
"Перекресток","supermarket","55.6420865","37.5422512"
"Перекресток","supermarket","55.8081352","37.5104887"
"Магнолия","convenience","55.8088260","37.4977041"
"Первая полоса","newsagent","55.7512047","37.8577361"
"Дикси","supermarket","55.7468711","37.8683631"
"Billa","supermarket","55.8051011","37.8190241"
"Пятёрочка","supermarket","55.8155748","37.5692457"
"Связной","mobile_phone","55.8186142","37.5738040"
"Дикси","supermarket","55.8311671","37.5719910"
"МТС","mobile_phone","55.8218723","37.5725639"
"Спортмастер","sports","55.8301018","37.5720179"
"Мясницкий ряд","butcher","55.7379068","37.4840657"
"У Палыча","convenience","55.7378787","37.4840902"
"Billa","supermarket","55.6856355","37.7378407"
"Пятёрочка","supermarket","55.8895904","37.4797268"
"Кораблик","toys","55.7380858","37.8467331"
"Перекресток","supermarket","55.6786703","37.6441726"
"Пятёрочка","supermarket","55.8247528","37.3346801"
"Магнит","supermarket","55.9074201","37.7361558"
"Пятёрочка","supermarket","55.9044514","37.7334066"
"Tommy Hilfiger","clothes","55.7616732","37.6187121"
"Комус","stationery","55.7586274","37.6413801"
"Азбука Вкуса","supermarket","55.6841842","37.5689747"
"Дикси","supermarket","55.6530690","37.7194202"
"Магнолия","supermarket","55.7724776","37.6122462"
"Kia","car","55.6571557","37.4974151"
"Магнит","convenience","55.8210100","37.8811975"
"Связной","mobile_phone","55.8349208","37.2981084"
"Магнит","supermarket","55.8928212","37.5911724"
"Суши Wok","convenience","55.8933003","37.5879091"
"Дикси","supermarket","55.8327797","37.6523440"
"Пятёрочка","supermarket","55.7305008","37.4155597"
"Дикси","supermarket","55.7595101","37.6458759"
"Ароматный мир","alcohol","55.7970189","37.7877884"
"Пятёрочка","supermarket","55.7911488","37.8183162"
"МТС","mobile_phone","55.8185109","37.5738458"
"Пятёрочка","supermarket","55.6876407","37.3932155"
"Азбука Вкуса","supermarket","55.8019190","37.5080013"
"Дикси","supermarket","55.7708013","37.5819088"
"Ароматный мир","alcohol","55.7508709","37.5999478"
"Paul","bakery","55.7416532","37.6283455"
"М.Видео","electronics","55.6575298","37.8476763"
"М.Видео","electronics","55.6779050","37.2813190"
"Volvo","car","55.6295584","37.6169452"
"Мегафон","mobile_phone","55.7617040","37.6237220"
"Ароматный мир","alcohol","55.7603219","37.6491379"
"Пятёрочка","convenience","55.6638922","37.4861223"
"Пятёрочка","supermarket","55.6941490","37.9085497"
"Ортека","medical_supply","55.7309049","37.6100322"
"М.Видео","electronics","55.8706478","37.6379158"
"Магнит","supermarket","55.8735620","37.6380554"
"Пятёрочка","supermarket","55.7244154","37.4371011"
"Ford","car","55.6128940","37.6337933"
"МясновЪ","convenience","55.7636059","37.5719105"
"ВкусВилл","convenience","55.7654988","37.5816321"
"Myzoodom","pet","55.7724925","37.7127733"
"Škoda","car","55.7194783","37.6345149"
"Škoda","car_repair","55.7195894","37.6343917"
"TOPGUN","hairdresser","55.7619761","37.6350528"
"Маковка","bakery","55.7554931","37.8583198"
"Дикси","supermarket","55.5886565","37.9076922"
"Fix Price","variety_store","55.7913508","37.7155522"
"У Палыча","convenience","55.7935692","37.7143058"
"Ароматный мир","alcohol","55.7346848","37.6325134"
"Перекресток","supermarket","55.6362288","37.3483557"
"У Палыча","convenience","55.6333571","37.5210876"
"Infiniti","car","55.8976481","37.4238804"
"Skoda","car","55.8962508","37.4255652"
"Citroen;Peugeot","car","55.8967116","37.4249905"
"ГАЗ","car","55.6587131","37.8955756"
"Дикси","supermarket","55.7112849","37.6124482"
"Пятёрочка","supermarket","55.7980431","37.7426908"
"Ароматный мир","alcohol","55.7473471","37.5981664"
"Пятёрочка","supermarket","55.6225239","37.6675008"
"GAZ;ГАЗ","car_parts","55.8156169","37.6936707"
"Ecco","shoes","55.7823163","37.7087297"
"Суши Wok","convenience","55.7390255","37.5249202"
"ВкусВилл","convenience","55.7568440","37.8574785"
"Пятёрочка","supermarket","55.8912487","37.4739636"
"Пятёрочка","supermarket","55.8892918","37.4732265"
"Магнит","supermarket","55.8089720","37.3251694"
"Amway","chemist","55.7640676","37.5580645"
"Дикси","supermarket","55.7377752","37.6312972"
"Персона","beauty","55.7304890","37.6259207"
"Пятёрочка","supermarket","55.6864085","37.8548027"
"Пятёрочка","supermarket","55.6872205","37.8673930"
"Пятёрочка","supermarket","55.6973857","37.8485706"
"Дикси","supermarket","55.6866309","37.8584196"
"Пятёрочка","supermarket","55.6959496","37.8620020"
"Пятёрочка","supermarket","55.6828294","37.8656603"
"Пятёрочка","supermarket","55.6991378","37.8547731"
"Пятёрочка","supermarket","55.6778360","37.8548617"
"Дикси","supermarket","55.8943521","37.7150738"
"Дикси","supermarket","55.9062136","37.8511989"
"МТС","mobile_phone","55.8705214","37.6383252"
"МясновЪ","convenience","55.8697181","37.6303174"
"АТАК","supermarket","55.8229376","37.9301652"
"Дикси","supermarket","55.7042249","37.8893811"
"Пятёрочка","supermarket","55.6911943","37.9030041"
"Магнит","supermarket","55.6832781","37.9275417"
"Пятёрочка","supermarket","55.6839003","37.9283855"
"ВкусВилл","convenience","55.7543680","37.6063164"
"Дикси","supermarket","55.6697725","37.6263901"
"Азбука Вкуса","supermarket","55.7332987","37.5924418"
"Nespresso","coffee","55.7624409","37.6133551"
"Перекресток","supermarket","55.5965737","37.5899669"
"Пятёрочка","supermarket","55.9012983","37.4516985"
"Пятёрочка","supermarket","55.6186908","37.5832322"
"Диана","dry_cleaning","55.7593050","37.6066379"
"Отдохни","alcohol","55.7935388","37.8082300"
"Ароматный мир","alcohol","55.7409155","37.5439927"
"Ароматный мир","alcohol","55.7445541","37.5538070"
"Персона","hairdresser","55.7420365","37.6278099"
"Дикси","supermarket","55.7402891","37.3960093"
"Магнит","supermarket","55.8429715","37.5473750"
"Пятёрочка","supermarket","55.8423739","37.5480079"
"Adidas","sports","55.8507711","37.4442342"
"Crocs","shoes","55.8507083","37.4438182"
"Reserved","clothes","55.8506143","37.4427437"
"Детский мир","toys","55.8500264","37.4430532"
"Спортмастер","sports","55.8508088","37.4447576"
"ТВОЁ","clothes","55.8506401","37.4431666"
"Gap","clothes","55.8503092","37.4453639"
"Levi's","clothes","55.8508139","37.4446542"
"Mexx","clothes","55.8507754","37.4443049"
"Ecco","shoes","55.8501760","37.4440456"
"Accessorize","clothes","55.8504497","37.4436345"
"Lush","cosmetics","55.8505671","37.4447271"
"L'Occitane","cosmetics","55.8506305","37.4436403"
"Pandora","jewelry","55.8503814","37.4447010"
"Samsung","electronics","55.8504836","37.4439414"
"Yves Rocher","beauty","55.8506624","37.4439047"
"Адамас","jewelry","55.8508452","37.4441171"
"Л'Этуаль","cosmetics","55.8501362","37.4429238"
"МТС","mobile_phone","55.8505554","37.4448640"
"Московский ювелирный завод","jewelry","55.8503907","37.4447930"
"Очкарик","optician","55.8508160","37.4446057"
"Связной","mobile_phone","55.8501380","37.4445332"
"Перекресток","supermarket","55.5943369","37.5994761"
"Дикси","supermarket","55.7426435","37.6744208"
"Дикси","supermarket","55.6594747","37.6075993"
"Дикси","supermarket","55.7975133","37.6077516"
"Дикси","supermarket","55.8356000","37.5264000"
"Дикси","supermarket","55.7322665","37.6719701"
"Дикси","supermarket","55.7752957","37.4889767"
"МТС","mobile_phone","55.7445399","37.4976388"
"Дикси","supermarket","55.7560518","37.7768106"
"Дикси","supermarket","55.6806442","37.6666548"
"Дикси","supermarket","55.8927247","37.6716002"
"Дикси","supermarket","55.5852667","37.6941118"
"Дикси","supermarket","55.6379565","37.6719831"
"Дикси","supermarket","55.7600905","37.4197537"
"Дикси","supermarket","55.8290162","37.5183884"
"Дикси","supermarket","55.7496410","37.7847708"
"Дикси","supermarket","55.7530723","37.7842068"
"Дикси","supermarket","55.8080299","37.7138095"
"Дикси","supermarket","55.7532890","37.7963396"
"Дикси","supermarket","55.9023763","37.4137562"
"Пятёрочка","supermarket","55.6692626","37.8601852"
"Магнит","supermarket","55.6689124","37.8593677"
"Дикси","supermarket","55.7275090","37.3528671"
"МегаФон","mobile_phone","55.7641868","37.6058508"
"Избёнка","milk","55.6687599","37.5190424"
"Избёнка","milk","55.6763320","37.4703630"
"Избёнка","farm","55.6769936","37.5223546"
"Избёнка","milk","55.6834433","37.5268602"
"Избёнка","milk","55.6905813","37.5348295"
"Избёнка","milk","55.7407604","37.5463579"
"ВкусВилл","convenience","55.7583978","37.4137602"
"Адамас","jewelry","55.7522917","37.8868408"
"Детский мир","toys","55.7523158","37.8870340"
"Adidas","sports","55.7522902","37.8874202"
"Спортмастер","sports","55.7523173","37.8876079"
"Renault","car","55.8128838","37.8339658"
"Lada","car","55.8124521","37.8349476"
"Магнолия","convenience","55.7907626","37.4994009"
"Дикси","supermarket","55.8794782","37.4297864"
"Дикси","supermarket","55.9016303","37.4621556"
"АВ Daily","convenience","55.7581005","37.6123381"
"Перекрёсток","supermarket","55.7579896","37.6175803"
"Избёнка","milk","55.6821549","37.7025450"
"Избёнка","milk","55.7828442","37.7280531"
"Избёнка","butcher","55.8175289","37.8282234"
"Избёнка","milk","55.8237920","37.8095950"
"Дикси","supermarket","55.6387317","37.9377230"
"Магнит","supermarket","55.7466468","37.4944659"
"Перекресток","supermarket","55.7925362","37.7871940"
"Адамас","jewelry","55.6504954","37.7458119"
"Верный","supermarket","55.6417406","37.3346707"
"Персона","beauty","55.7296795","37.6363416"
"Дикси","supermarket","55.8105057","37.8140032"
"Пятёрочка","supermarket","55.6516315","37.5536294"
"Лента","supermarket","55.7281834","37.4162003"
"Магнолия","convenience","55.6785705","37.5960088"
"Красное&Белое","alcohol","55.7753618","37.7098955"
"Верный","supermarket","55.6904417","37.8753845"
"Пятёрочка","supermarket","55.8202119","37.3123551"
"Fix Price","variety_store","55.8008413","37.5638878"
"Магнит","supermarket","55.6335509","37.5348799"
"Пятёрочка","supermarket","55.6040534","37.5977026"
"Дикси","supermarket","55.6292735","37.8656099"
"Дикси","supermarket","55.8064651","37.7701258"
"Дикси","supermarket","55.6795416","37.6664811"
"ВкусВилл","convenience","55.6443452","37.5232309"
"Избёнка","convenience","55.6352971","37.7600420"
"Дикси","supermarket","55.7951809","37.5770825"
"Московский ювелирный завод","jewelry","55.7750808","37.5831581"
"ВкусВилл","convenience","55.7320693","37.4272751"
"Красное&Белое","alcohol","55.7659749","37.6540696"
"Пятёрочка","convenience","55.6371244","37.8418522"
"Лента","supermarket","55.7452875","37.8530621"
"Пятёрочка","supermarket","55.6684697","37.5621021"
"Дикси","supermarket","55.7097225","37.7691536"
"Дикси","supermarket","55.6055421","37.7161173"
"GAZ;ГАЗ","car_parts","55.6422688","37.9369035"
"Дикси","supermarket","55.8808772","37.6448410"
"Магнолия","convenience","55.7144576","37.6133406"
"Дикси","supermarket","55.8410510","37.4555890"
"Перекрёсток","supermarket","55.6743946","37.2714226"
"Персона","beauty","55.7413141","37.6299824"
"Prada","clothes","55.7627179","37.6136371"
"Intimissimi","clothes","55.7564443","37.6216460"
"Ортека","medical_supply","55.8159690","37.6442430"
"Tous","jewelry","55.7582216","37.6237634"
"Audi, VW","car_repair","55.7511181","37.5146050"
"KIA","car","55.6328262","37.4656590"
"KIA","car_repair","55.8943468","37.6606451"
"KIA","car","55.8944967","37.6606510"
"Персона","hairdresser","55.6588258","37.4015897"
"Мегафон","mobile_phone","55.7542485","37.6366298"
"Адамас","jewelry","55.8380812","37.5767264"
"Детский мир","toys","55.8380236","37.5765640"
"Samsung","electronics","55.8378731","37.5765535"
"УАЗ","car","55.6576512","37.7254192"
"Ozon","outpost","55.7157370","37.6117930"
"Красное&Белое","alcohol","55.7539801","37.5829480"
"Персона","hairdresser","55.7588736","37.5894950"
"Кораблик","toys","55.6122092","37.6031949"
"Перекресток","supermarket","55.6229199","37.6059874"
"Магнолия","convenience","55.6776416","37.6597284"
"Пятёрочка","supermarket","55.5965606","37.5843082"
"Виктория","supermarket","55.7074640","37.6568804"
"Пятёрочка","supermarket","55.6214506","37.6057882"
"Дикси","supermarket","55.9035353","37.4034023"
"Пятёрочка","supermarket","55.7184159","37.6768175"
"Перекресток Экспресс","convenience","55.8209058","37.7028079"
"Пятёрочка","supermarket","55.8200513","37.7003218"
"Перекрёсток","supermarket","55.7519043","37.5923548"
"Дикси","supermarket","55.7516802","37.8021551"
"Billa","supermarket","55.7506670","37.7899446"
"У Палыча","convenience","55.7826182","37.7064145"
"Бетховен","pet","55.7819951","37.7073598"
"Красная Икра","seafood","55.7815566","37.7061802"
"ВкусВилл","convenience","55.8458838","37.3635369"
"Магнит","supermarket","55.7194659","37.7396118"
"Магнолия","supermarket","55.7546121","37.5686094"
"Дикси","convenience","55.6358839","37.7411445"
"Пятёрочка","convenience","55.6562118","37.6078325"
"Магнит","supermarket","55.5775447","37.9010624"
"У Палыча","convenience","55.7622923","37.8801600"
"Магнит","supermarket","55.6535978","37.4896481"
"Media Markt","electronics","55.8208476","37.3884768"
"Fix Price","variety_store","55.6819495","37.8917498"
"Дикси","supermarket","55.6952508","37.6112296"
"Билайн","mobile_phone","55.7776583","37.5170638"
"Дикси","convenience","55.7925627","37.5117180"
"У Палыча","convenience","55.7793780","37.5170150"
"Fix price","variety_store","55.6816815","37.8662791"
"Fix-Price","variety_store","55.7054810","37.8932838"
"Billa","supermarket","55.7759839","37.6592686"
"Магнолия","supermarket","55.7793565","37.6650972"
"Пятёрочка","supermarket","55.7313207","37.7179128"
"Пятёрочка","supermarket","55.6036168","37.5228838"
"Пятёрочка","supermarket","55.7828543","37.6428145"
"Диана","dry_cleaning","55.7075709","37.5123068"
"Азбука Вкуса","supermarket","55.6801281","37.6235711"
"МТС","mobile_phone","55.6124429","37.6981163"
"Дикси","supermarket","55.8619616","37.6747234"
"Fix Price","variety_store","55.8634703","37.6827068"
"Пятёрочка","supermarket","55.7134957","37.6701139"
"Пятёрочка","supermarket","55.8148138","37.3285873"
"Calzedonia","clothes","55.7603113","37.6113362"
"SPAR","supermarket","55.7684657","37.5980658"
"United Colors of Benetton","clothes","55.7652711","37.6038178"
"Перекресток Экспресс","convenience","55.8272804","37.5985207"
"Дикси","supermarket","55.7128299","37.7305726"
"Дикси","supermarket","55.6703849","37.5931591"
"Дикси","convenience","55.6215542","37.4743916"
"ВкусВилл","convenience","55.8124442","37.5886114"
"МТС","mobile_phone","55.8160846","37.3407088"
"МТС","mobile_phone","55.8189947","37.3384292"
"Мегафон","mobile_phone","55.8160290","37.3407347"
"Мегафон","mobile_phone","55.8178346","37.3114111"
"Мегафон","mobile_phone","55.8190383","37.3470094"
"Мегафон","mobile_phone","55.8296510","37.3079829"
"Красное&Белое","alcohol","55.7587204","37.6505405"
"Красная Икра","seafood","55.8517271","37.4411436"
"Магнит","supermarket","55.7783322","37.5116756"
"Jimmy Choo","shoes","55.7632907","37.6158277"
"Salvatore Ferragamo","shoes","55.7631557","37.6159557"
"Магнит","convenience","55.7407410","37.4274902"
"МТС","mobile_phone","55.6940366","37.5546961"
"МТС","mobile_phone","55.6529987","37.6204313"
"Chanel","clothes","55.7621995","37.6175040"
"МТС","mobile_phone","55.6615787","37.6187853"
"АВ Daily","convenience","55.7406871","37.6298931"
"Магнолия","convenience","55.7473013","37.6567319"
"Спортмастер","sports","55.8123426","37.8313565"
"Лента","supermarket","55.8268735","37.4453155"
"Бетховен","pet","55.8530923","37.4380636"
"Билайн","mobile_phone","55.8625984","37.4349730"
"Перекресток","supermarket","55.7972313","37.6193513"
"Красное&Белое","alcohol","55.6800585","37.6341082"
"Перекресток","supermarket","55.7434641","37.5451583"
"Дикси","convenience","55.6648821","37.2827610"
"Перекресток","supermarket","55.8004505","37.3960257"
"Бетховен","pet","55.7051147","37.7719804"
