"brand","shop","@lat","@lon"
"Пятёрочка","supermarket","55.7352626","37.7152507"
"Красное&Белое","alcohol","55.7313233","37.7535454"
"Пятёрочка","supermarket","55.8439634","37.4273166"
"Диана","dry_cleaning","55.6542687","37.4064537"
"Дикси","supermarket","55.8499335","37.5197553"
"Nissan","car_repair","55.8097090","37.5907557"
"Декатлон","sports","55.7054520","37.6377490"
"Декатлон","sports","55.7894970","37.5340020"
"EuroSPAR","supermarket","55.7780069","37.5800604"
"Билайн","mobile_phone","55.7388086","37.4368532"
"Ароматный мир","alcohol","55.8502351","37.6441306"
"Связной","mobile_phone","55.6700700","37.8714314"
"Billa","supermarket","55.6907473","37.8610637"
"Билайн","mobile_phone","55.6758398","37.2798469"
"Ортека","medical_supply","55.7045111","37.7685886"
"Перекресток Экспресс","supermarket","55.7039358","37.7731973"
"Пятёрочка","convenience","55.6818299","37.6669266"
"Азбука Вкуса","supermarket","55.8880475","37.4387518"
"Азбука Вкуса","supermarket","55.8296017","37.3082386"
"Ортека","medical_supply","55.7570567","37.4089463"
"Ашан","supermarket","55.6258381","37.7605588"
"Wildberries","outpost","55.8624841","37.4233308"
"МТС","mobile_phone","55.7518705","37.8596443"
"ВкусВилл","convenience","55.8344378","37.2722754"
"Пятёрочка","supermarket","55.8116558","37.6243447"
"Fix Price","variety_store","55.6482633","37.5718031"
"Красное&Белое","alcohol","55.6625343","37.9108128"
"Красное&Белое","alcohol","55.6600303","37.8649350"
"Fix Price","variety_store","55.7066118","37.7306025"
"Пятёрочка","convenience","55.8505826","37.5204929"
"Отдохни","alcohol","55.8020445","37.5655331"
"Дикси","supermarket","55.6627393","37.9250488"
"Пятёрочка","supermarket","55.7978119","37.5833058"
"Пятёрочка","supermarket","55.7071593","37.7476127"
"H&M","clothes","55.7646715","37.6060899"
"Adidas","sports","55.8976154","37.6674823"
"Эльдорадо","electronics","55.8969349","37.6660214"
"Пятёрочка","supermarket","55.7302776","37.7721360"
"МТС","mobile_phone","55.8036654","37.6188075"
"Магнолия","convenience","55.8015911","37.5438353"
"ВкусВилл","convenience","55.6976222","37.4972389"
"Пятёрочка","supermarket","55.7243580","37.7773958"
"Lexus","car_repair","55.7342916","37.5445613"
"ВкусВилл","convenience","55.7887987","37.6132721"
"Пятёрочка","supermarket","55.6528236","37.4879653"
"Пятёрочка","supermarket","55.7471130","37.7601832"
"Спортмастер","sports","55.7798762","37.6011793"
"Красное&Белое","alcohol","55.8796134","37.4299947"
"Пятёрочка","supermarket","55.6401304","37.7699190"
"Отдохни","alcohol","55.6562301","37.5976798"
"Кораблик","toys","55.8081461","37.5278520"
"Fix price","variety_store","55.7524370","37.8212728"
"Бетховен","pet","55.7528379","37.8195714"
"Пятёрочка","supermarket","55.8828252","37.4959174"
"Магнит","supermarket","55.8831394","37.4957145"
"Отдохни","alcohol","55.7919380","37.6227384"
"Перекресток","supermarket","55.7274867","37.4769301"
"Магнит Косметик","chemist","55.6398896","37.7712374"
"Пятёрочка","supermarket","55.7570794","37.5187907"
"Красное&Белое","alcohol","55.9048875","37.4657099"
"Пятёрочка","supermarket","55.8424537","37.4623223"
"АВ Daily","convenience","55.6881317","37.5322272"
"Декатлон","sports","55.6572802","37.8471145"
"Декатлон","sports","55.8509950","37.5974140"
"220 вольт","power_tools","55.7822970","37.7143291"
"Tele2","mobile_phone","55.8897985","37.5375393"
"Айкрафт","optician","55.8898000","37.5378665"
"Пятёрочка","supermarket","55.8604669","37.6734492"
"Красное&Белое","alcohol","55.8151139","37.8298365"
"Винлаб","alcohol","55.7211168","37.6217977"
"Магнит","supermarket","55.7438971","37.7544892"
"Красное&Белое","alcohol","55.7439125","37.7541476"
"Пятёрочка","supermarket","55.8117171","37.5354566"
"Магнит Косметик","chemist","55.8887997","37.5415626"
"Связной","mobile_phone","55.7087327","37.6534617"
"ВкусВилл","convenience","55.7432407","37.5500528"
"МТС","mobile_phone","55.6073704","37.5319440"
"МТС","mobile_phone","55.7570245","37.6208480"
"Tesla","car","55.8387789","37.6669371"
"Пятёрочка","supermarket","55.8540158","37.6648252"
"Пятёрочка","supermarket","55.8242055","37.5292530"
"Пятёрочка","supermarket","55.8458783","37.4994871"
"Билайн","mobile_phone","55.8196282","37.3208494"
"Дикси","supermarket","55.7615464","37.5403243"
"Fix price","variety_store","55.8133098","37.6233847"
"Infiniti","car","55.6887350","37.4130821"
"Puma","clothes","55.6106904","37.3342202"
"Верный","supermarket","55.7292428","37.5253487"
"Пятёрочка","supermarket","55.7119052","37.6166564"
"КамАЗ","car_repair","55.7963675","37.3086262"
"Магнит","supermarket","55.9066428","37.7077269"
"Верный","supermarket","55.9057322","37.7071677"
"Магнит","supermarket","55.8454116","37.5505220"
"Магнит","supermarket","55.7066142","37.7524665"
"Магнит","supermarket","55.7083700","37.8174505"
"ВкусВилл","convenience","55.8844309","37.6036285"
"Перекресток Экспресс","convenience","55.7414355","37.6317162"
"Ярче!","supermarket","55.8157435","37.3559242"
"ВкусВилл","convenience","55.9037319","37.7131245"
"Перекрёсток","supermarket","55.8790748","37.6350784"
"Четыре лапы","pet","55.8926340","37.7271286"
"Yves Rocher","beauty","55.8017497","37.5314288"
"Московский ювелирный завод","jewelry","55.7620057","37.6230226"
"Московский ювелирный завод","jewelry","55.7298953","37.6363136"
"МясновЪ","butcher","55.7639448","37.4870099"
"Магнит","supermarket","55.7631530","37.4950785"
"Пятёрочка","supermarket","55.8813396","37.6557204"
"Пятёрочка","supermarket","55.7323377","37.6212475"
"Пятёрочка","supermarket","55.7576099","37.7814806"
"ВкусВилл","convenience","55.8095280","37.4940289"
"Citroen","car_repair","55.6195774","37.6148451"
"МТС","mobile_phone","55.8206130","37.6419758"
"МегаФон","mobile_phone","55.8209313","37.6423261"
"Билайн","mobile_phone","55.8207920","37.6421728"
"ВкусВилл","convenience","55.7688530","37.6792627"
"Пятёрочка","supermarket","55.6286110","37.8529433"
"Перекресток","supermarket","55.7555097","37.4022219"
"Смешные цены","clothes","55.8411962","37.4882242"
"Пятёрочка","supermarket","55.8735021","37.5215614"
"МТС","mobile_phone","55.7962318","37.6171636"
"Московский ювелирный завод","jewelry","55.7962810","37.6171110"
"Магнит","supermarket","55.7509957","37.9237620"
"Магнит","supermarket","55.8047972","37.8423529"
"МТС","mobile_phone","55.6895429","37.5742541"
"Pandora","jewelry","55.6038179","37.4926298"
"Красное&Белое","alcohol","55.7441208","37.6135598"
"Магнит Косметик","cosmetics","55.7433221","37.8597845"
"Ортека","medical_supply","55.6914746","37.5383468"
"Магнит","supermarket","55.8765460","37.6510655"
"Мясницкий ряд","butcher","55.7532902","37.8580767"
"TOPGUN","hairdresser","55.7411736","37.6304094"
"Ортека","medical_supply","55.7406512","37.6293942"
"Tele2","mobile_phone","55.7406655","37.6291850"
"Магнит","supermarket","55.7247184","37.6644181"
"Бетховен","pet","55.7225207","37.4011617"
"Ароматный мир","alcohol","55.6357967","37.6576781"
"ВкусВилл","convenience","55.7785186","37.5824892"
"ВкусВилл","convenience","55.7548193","37.8316565"
"Fix Price","variety_store","55.7789941","37.6910663"
"АВ Daily","convenience","55.7395876","37.5757241"
"У Палыча","convenience","55.5839463","37.5960394"
"Перекресток","supermarket","55.8472304","37.6364750"
"ВкусВилл","convenience","55.7979599","37.5392492"
"Диана","dry_cleaning","55.7222274","37.5745511"
"Связной","mobile_phone","55.7279897","37.5800844"
"Xiaomi","mobile_phone","55.7477215","37.7068694"
"Xiaomi","mobile_phone","55.6532547","37.8454204"
"Xiaomi","mobile_phone","55.7040050","37.6262445"
"Xiaomi","mobile_phone","55.7483876","37.5389361"
"Xiaomi","mobile_phone","55.7068286","37.5924683"
"Xiaomi","mobile_phone","55.7278502","37.4764413"
"Xiaomi","mobile_phone","55.7905801","37.5296450"
"Xiaomi","mobile_phone","55.8195545","37.3458445"
"Xiaomi","mobile_phone","55.8509107","37.4453802"
"Xiaomi","mobile_phone","55.6121958","37.7326673"
"Xiaomi","mobile_phone","55.6921427","37.5271404"
"Xiaomi","mobile_phone","55.6120355","37.6071533"
"Vans","shoes","55.7454132","37.6275878"
"Красное&Белое","alcohol","55.8486052","37.5143769"
"Улыбка радуги","chemist","55.8035858","37.7255866"
"ВкусВилл","convenience","55.8035089","37.7256268"
"Магнит Косметик","chemist","55.8393148","37.3039042"
"ВкусВилл","convenience","55.8209436","37.6293880"
"Мясницкий ряд","butcher","55.8031814","37.5341141"
"ВкусВилл","convenience","55.8160209","37.7150619"
"ВкусВилл","convenience","55.8158098","37.7154185"
"ВкусВилл","convenience","55.7150436","37.4010659"
"Fix price","variety_store","55.7196764","37.4250814"
"Ярче!","supermarket","55.6238964","37.7071145"
"Магнит","supermarket","55.7897635","37.5998246"
"У Палыча","convenience","55.7033489","37.8896399"
"Билайн","mobile_phone","55.7157981","37.8815401"
"Fix Price","variety_store","55.8877768","37.6777786"
"Пятёрочка","supermarket","55.7651472","37.4873375"
"Персона","beauty","55.8516800","37.5114052"
"Fix price","variety_store","55.6072613","37.7247142"
"Fix price","variety_store","55.7087982","37.8852803"
"ВкусВилл","convenience","55.8091382","37.5286424"
"Магнит","supermarket","55.7749237","37.6414505"
"Суши Wok","convenience","55.8651831","37.6004411"
"Fix price","variety_store","55.6734151","37.5793330"
"Спортмастер","sports","55.6401690","37.7581186"
"Перекрёсток","supermarket","55.6998548","37.6258857"
"Магнит","supermarket","55.8945846","37.6131219"
"Красная Икра","seafood","55.8934103","37.6155797"
"У Палыча","convenience","55.8934717","37.6155096"
"Пятёрочка","supermarket","55.6828981","37.6826625"
"Магнит","supermarket","55.6811491","37.6626832"
"Магнит","supermarket","55.8074439","37.5350020"
"МясновЪ","convenience","55.8649572","37.5980016"
"Отдохни","alcohol","55.8649830","37.5979379"
"Ароматный мир","alcohol","55.6894050","37.2980758"
"Пятёрочка","supermarket","55.6027833","37.7407877"
"Магнит","supermarket","55.6106847","37.7231258"
"TOPGUN","hairdresser","55.6917082","37.6222492"
"Пятёрочка","supermarket","55.8821620","37.5363562"
"Отдохни","alcohol","55.8628273","37.5674527"
"Ярче!","supermarket","55.8227053","37.4941465"
"Иль де Ботэ","cosmetics","55.7346686","37.6191964"
"Комус","stationery","55.7607956","37.6581133"
"Пятёрочка","supermarket","55.6107043","37.5273133"
"ВкусВилл","convenience","55.7443149","37.6785237"
"Магнит","convenience","55.8328835","37.2783776"
"TOPGUN","hairdresser","55.7350769","37.5840595"
"Дикси","supermarket","55.7302025","37.6452158"
"Fix price","variety_store","55.8552682","37.6519529"
"Мегафон","mobile_phone","55.6954456","37.6656819"
"МТС","mobile_phone","55.6955079","37.6658628"
"Fix price","variety_store","55.8898597","37.5391732"
"МегаФон","mobile_phone","55.5911469","37.7598810"
"МТС","mobile_phone","55.5911347","37.7599481"
"DNS","electronics","55.6444333","37.5204891"
"Coral Travel","travel_agency","55.7546856","37.6378942"
"Ароматный мир","alcohol","55.7544932","37.6367368"
"Пятёрочка","supermarket","55.8263197","37.8203693"
"Магнит","supermarket","55.8545313","37.4100029"
"Смешные цены","clothes","55.8378120","37.5767478"
"МясновЪ","convenience","55.6803714","37.5686062"
"Красное&Белое","alcohol","55.7159969","37.6219820"
"Билайн","mobile_phone","55.7739831","37.5442865"
"ООО ""Стор Вайнстайл""","wine","55.7177979","37.6231396"
"Магнит","supermarket","55.8581840","37.4451459"
"Иль де Ботэ","cosmetics","55.7794395","37.6667264"
"МегаФон","mobile_phone","55.6583082","37.9233792"
"Пятёрочка","convenience","55.6587672","37.9283175"
"Ортека","medical_supply","55.8978200","37.5902930"
"TOPGUN","hairdresser","55.8027454","37.5258793"
"Красное&Белое","alcohol","55.6906093","37.8750339"
"ВкусВилл","convenience","55.8101352","37.7043737"
"Лента","supermarket","55.7650067","37.8454605"
"ВкусВилл","convenience","55.8073176","37.5806773"
"У Палыча","convenience","55.8075037","37.5805686"
"Пятёрочка","supermarket","55.8425576","37.4942592"
"Wildberries","outpost","55.6354042","37.7483013"
"Ароматный мир","alcohol","55.6100183","37.7282648"
"Красное&Белое","alcohol","55.7307770","37.5931900"
"МясновЪ","convenience","55.6616623","37.4726144"
"Магнит","convenience","55.6810537","37.4552129"
"Фасоль","convenience","55.7344332","37.6525470"
"АВ Daily","convenience","55.7273286","37.5667351"
"МегаФон","mobile_phone","55.7299343","37.6396137"
"Суши Wok","convenience","55.6511232","37.7487377"
"Диана","dry_cleaning","55.7435085","37.6297278"
"Красное&Белое","alcohol","55.7488198","37.8774996"
"Пятёрочка","supermarket","55.6815243","37.7652218"
"Красное&Белое","alcohol","55.7039074","37.4968892"
"ВкусВилл","convenience","55.8175977","37.3682822"
"Fix price","variety_store","55.7453036","37.7970161"
"Красное&Белое","alcohol","55.8892861","37.4729985"
"Магнит","convenience","55.8893638","37.4709702"
"Кораблик","toys","55.6977524","37.5005813"
"Пятёрочка","supermarket","55.8309370","37.5045080"
"У Палыча","convenience","55.7971995","37.7174320"
"Пятёрочка","supermarket","55.8381674","37.6592258"
"Дикси","supermarket","55.8106660","37.6367784"
"Ароматный мир","alcohol","55.7875204","37.6329696"
"ВкусВилл","convenience","55.7915724","37.8053261"
"Пятёрочка","supermarket","55.7918051","37.8053148"
"АВ Daily","convenience","55.7748047","37.5874703"
"ВкусВилл","convenience","55.8641337","37.4367419"
"Пятёрочка","supermarket","55.6446936","37.5101339"
"Дикси","supermarket","55.8160419","37.6938696"
"Пятёрочка","supermarket","55.8192048","37.7151416"
"TOPGUN","hairdresser","55.8105694","37.7268890"
"Мясницкий ряд","butcher","55.8137821","37.3058756"
"Смешные цены","clothes","55.6378187","37.7619613"
"МТС","mobile_phone","55.6327086","37.5197727"
"ВкусВилл","convenience","55.9007303","37.4076790"
"Магнит","supermarket","55.9006468","37.4077957"
"АВ Daily","convenience","55.8075997","37.6379361"
"ВкусВилл","convenience","55.8087992","37.6379325"
"Пятёрочка","supermarket","55.8128309","37.7204559"
"Ортека","medical_supply","55.7825610","37.7228817"
"МегаФон","mobile_phone","55.7825642","37.7229360"
"Л'Этуаль","cosmetics","55.7825717","37.7230200"
"У Палыча","convenience","55.7825890","37.7235310"
"МТС","mobile_phone","55.7825968","37.7237056"
"Ярче!","supermarket","55.7792881","37.7215825"
"МТС","mobile_phone","55.6583023","37.9232921"
"Связной","mobile_phone","55.6582304","37.9225279"
"Tele2","mobile_phone","55.6582756","37.9230215"
"АВ Daily","convenience","55.7792572","37.6027239"
"UNIQLO","clothes","55.7212740","37.3775580"
"Дом книги","books","55.8131986","37.7233214"
"Красное&Белое","alcohol","55.8045214","37.5744973"
"Перекресток","supermarket","55.8032046","37.7572685"
"ВкусВилл","convenience","55.7999081","37.5191188"
"Дикси","supermarket","55.8487578","37.4270664"
"Ford","car_repair","55.7552652","37.8913763"
"Пятёрочка","supermarket","55.8587313","37.5689113"
"Бристоль","alcohol","55.6843034","37.5210140"
"Billa","supermarket","55.6027601","37.7271087"
"Coral Travel","travel_agency","55.7718050","37.6189417"
"Красное&Белое","alcohol","55.6464080","37.6045867"
"Мясницкий ряд","butcher","55.7280964","37.5799686"
"BMW","car_repair","55.8567940","37.7114618"
"Rover","car_repair","55.8549423","37.7112713"
"Суши Wok","convenience","55.8375793","37.6364734"
"Красное&Белое","alcohol","55.8113656","37.6570189"
"ВкусВилл","convenience","55.8064236","37.7697482"
"Перекресток","supermarket","55.6783207","37.4669144"
"Пятёрочка","supermarket","55.8456594","37.4311919"
"Дикси","supermarket","55.7578682","37.5388549"
"Мясницкий ряд","butcher","55.8053336","37.5159809"
"Магнит","supermarket","55.8194762","37.7070281"
"Дикси","supermarket","55.6493884","37.5287309"
"Красное&Белое","alcohol","55.7069250","37.6698018"
"Пятёрочка","supermarket","55.7062664","37.3651108"
"Магнит","convenience","55.6296866","37.5918195"
"Пятёрочка","supermarket","55.8392488","37.2547433"
"Zara","clothes","55.7291484","37.7324286"
"Coral Travel","travel_agency","55.7296951","37.7320544"
"Tele2","mobile_phone","55.7297404","37.7320665"
"Adidas","sports","55.7301913","37.7322328"
"Etam","clothes","55.7291129","37.7307388"
"Calzedonia","clothes","55.7294648","37.7306972"
"МТС","mobile_phone","55.7303612","37.7317165"
"Связной","mobile_phone","55.7303786","37.7320424"
"Л'Этуаль","cosmetics","55.7294837","37.7310191"
"Адамас","jewelry","55.7291756","37.7310486"
"Эльдорадо","electronics","55.7293198","37.7318881"
"Спортмастер","sports","55.7303129","37.7322851"
"ВкусВилл","convenience","55.7957325","37.5603858"
"У Палыча","convenience","55.7957883","37.5604876"
"ВкусВилл","convenience","55.8273659","37.4467562"
"Wildberries","outpost","55.7533958","37.6431372"
"Виктория","supermarket","55.6772977","37.5097519"
"Пятёрочка","supermarket","55.9039372","37.2605983"
"Пятёрочка","supermarket","55.6449280","37.5996995"
"Магнит","supermarket","55.8372072","37.6597179"
"Ашан","supermarket","55.7524375","37.8879871"
"Диана","dry_cleaning","55.7367176","37.6154615"
"Перекресток","supermarket","55.7110741","37.8108567"
"Перекресток","supermarket","55.8226269","37.8756465"
"ВкусВилл","convenience","55.7243012","37.5641928"
"Комус","stationery","55.7042771","37.6842781"
"Магнит","convenience","55.7080762","37.6810776"
"DNS","electronics","55.7110510","37.6772144"
"МясновЪ","convenience","55.7049486","37.6853415"
"УАЗ","car","55.8983982","37.4231458"
"Пятёрочка","supermarket","55.7257972","37.6745631"
"Суши Wok","convenience","55.8337783","37.5941094"
"Магнит","supermarket","55.6785489","37.8925053"
"Пятёрочка","supermarket","55.7538642","37.8391165"
"АВ Daily","convenience","55.7971349","37.5224258"
"Верный","supermarket","55.8353358","37.2656652"
"Ортека","medical_supply","55.7017066","37.5045914"
"Линзмастер","optician","55.7016257","37.5046304"
"ВкусВилл","convenience","55.7013600","37.5041955"
"Магнит","supermarket","55.6878317","37.8981925"
"Магнит Косметик","chemist","55.6942419","37.9085252"
"Dior","clothes","55.7545845","37.6244321"
"Магнит","convenience","55.8098256","37.7082116"
"Связной","mobile_phone","55.7586314","37.6584586"
"Азбука Вкуса","convenience","55.7695246","37.5915042"
"Пятёрочка","supermarket","55.8161071","37.7993478"
"Суши Wok","convenience","55.6102164","37.7478172"
"Красное&Белое","alcohol","55.7190751","37.6231659"
"Пятёрочка","supermarket","55.6757890","37.4952454"
"МясновЪ","convenience","55.6368402","37.7588069"
"Отдохни","alcohol","55.6368861","37.7587821"
"Пятёрочка","supermarket","55.7516215","37.8720305"
"Сахалин рыба","deli","55.7083045","37.6589144"
"Nissan","car_parts","55.7193453","37.7275197"
"МТС","mobile_phone","55.7734795","37.5443299"
"У Палыча","convenience","55.7735889","37.5438658"
"Hyundai","car","55.6981569","37.4609515"
"Пятёрочка","supermarket","55.7690354","37.8220059"
"Дикси","supermarket","55.6337287","37.5182286"
"Комус","stationery","55.7974200","37.4866112"
"Магнолия","supermarket","55.7537830","37.6029825"
"МегаФон","mobile_phone","55.7292247","37.6227786"
"Перекрёсток","supermarket","55.7900103","37.5441178"
"Мясницкий ряд","butcher","55.6629965","37.2670604"
"Tele2","mobile_phone","55.8180439","37.5734474"
"Красная Икра","seafood","55.8180145","37.5733119"
"Магнолия","supermarket","55.7211405","37.4007862"
"Перекресток","supermarket","55.8604955","37.4449274"
"Pandora","jewelry","55.7493315","37.5412223"
"Ароматный мир","alcohol","55.8057132","37.5158940"
"Лит.Ра","alcohol","55.8085570","37.5309041"
"Диана","dry_cleaning","55.8074514","37.5316804"
"ВкусВилл","convenience","55.7903950","37.6350899"
"Пятёрочка","supermarket","55.8073412","37.5294623"
"Пятёрочка","supermarket","55.6120801","37.7001245"
"Персона","hairdresser","55.7336248","37.6191576"
"ВкусВилл","convenience","55.7345111","37.6191813"
"МегаФон","mobile_phone","55.8546444","37.4774561"
"Билайн","mobile_phone","55.8546846","37.4776126"
"МТС","mobile_phone","55.8545641","37.4771431"
"Tele2","mobile_phone","55.8546042","37.4772996"
"Eurospar","supermarket","55.7277598","37.6447107"
"Пятёрочка","supermarket","55.6998523","37.7396533"
"Мясницкий ряд","butcher","55.7254455","37.5630458"
"Yves Rocher","beauty","55.8547375","37.4777847"
"Л'Этуаль","cosmetics","55.8548974","37.4779668"
"Магнит","supermarket","55.6591062","37.7562217"
"Fix Price","variety_store","55.7730551","37.6567241"
"ВкусВилл","convenience","55.8069249","37.5169371"
"Мясницкий ряд","butcher","55.8060923","37.5146000"
"Дикси","supermarket","55.7555923","37.6815394"
"Ароматный мир","alcohol","55.6691294","37.6119867"
"Линзмастер","optician","55.7750244","37.5833022"
"МТС","mobile_phone","55.7601939","37.6316144"
"Пятёрочка","supermarket","55.7867985","37.6401100"
"Ярче!","supermarket","55.7914660","37.8844274"
"МТС","mobile_phone","55.7269730","37.6261807"
"Tele2","mobile_phone","55.7275245","37.6225116"
"ВкусВилл","supermarket","55.7566436","37.8512439"
"Билайн","mobile_phone","55.8355648","37.9353857"
"Дикси","supermarket","55.6830857","37.5391547"
"ВкусВилл","convenience","55.7748641","37.5928500"
"TOPGUN","hairdresser","55.8123440","37.5832237"
"Fix Price","variety_store","55.7986858","37.5946999"
"Пятёрочка","supermarket","55.6387948","37.6709052"
"ВкусВилл","convenience","55.6840040","37.8671643"
"ВкусВилл","convenience","55.6918158","37.8618532"
"Билайн","mobile_phone","55.8085711","37.5304858"
"МегаФон","mobile_phone","55.7240256","37.8257896"
"Красное&Белое","alcohol","55.7480592","37.7751112"
"Смешные цены","clothes","55.7963643","37.7194363"
"ВкусВилл","convenience","55.7963465","37.7193144"
"Перекрёсток","supermarket","55.7923829","37.5275428"
"BMW","car_repair","55.8106750","37.4689123"
"Виктория","supermarket","55.6330154","37.5215607"
"Boxberry","outpost","55.8353825","37.2932215"
"Красное & Белое","alcohol","55.8021071","37.5455281"
"DNS","electronics","55.7819053","37.7045350"
"Перекресток","supermarket","55.7031163","37.7925684"
"Ортека","medical_supply","55.8401698","37.4900159"
"Магнит","convenience","55.6802398","37.6708704"
"Fix price","variety_store","55.7607086","37.7353222"
"Ортека","medical_supply","55.7596993","37.6108128"
"Московский ювелирный завод","jewelry","55.7637280","37.6064037"
"АВ Daily","convenience","55.7688886","37.5973418"
"Billa","supermarket","55.7827066","37.5868732"
"Красное&Белое","alcohol","55.6797197","37.6253800"
"ВкусВилл","convenience","55.6954381","37.6654189"
"Пятёрочка","supermarket","55.7765379","37.7058502"
"Связной","mobile_phone","55.7815811","37.7061778"
"Пятёрочка","supermarket","55.7932903","37.8152365"
"Смешные цены","clothes","55.7935607","37.8088648"
"Fix price","variety_store","55.6531510","37.7417160"
"Подружка","cosmetics","55.6831724","37.6813983"
"МТС","mobile_phone","55.7751173","37.5837390"
"Связной","mobile_phone","55.7751731","37.5837296"
"Лига ставок","bookmaker","55.7752161","37.5837940"
"Лента","supermarket","55.6121737","37.7335639"
"Лента","supermarket","55.9016757","37.5485294"
"Ароматный мир","alcohol","55.8027038","37.5176483"
"Адамас","jewelry","55.8207135","37.6420865"
"Ортека","medical_supply","55.8050373","37.5171268"
"Суши Wok","convenience","55.6788213","37.6628169"
"Азбука Вкуса","supermarket","55.8635093","37.4655701"
"ВкусВилл","convenience","55.7098047","37.6587286"
"ВкусВилл","convenience","55.7248547","37.6061872"
"Верный","supermarket","55.7539925","37.8626565"
"Fix price","variety_store","55.8363621","37.2958390"
"Пятёрочка","supermarket","55.7762573","37.5346003"
"Пятёрочка","supermarket","55.7034312","37.9076332"
"Азбука Вкуса","supermarket","55.6572851","37.7395760"
"Билайн","mobile_phone","55.7082268","37.6592651"
"Пятёрочка","supermarket","55.8485200","37.3626231"
"Лента","supermarket","55.8898451","37.5942680"
"Ашан","supermarket","55.7356237","37.4680749"
"Пятёрочка","convenience","55.8077820","37.7992590"
"Билайн","mobile_phone","55.7535808","37.8820591"
"Fix price","variety_store","55.8902465","37.5880943"
"Азбука Вкуса","supermarket","55.7246870","37.6630268"
"Комус","stationery","55.7460534","37.6801299"
"ВкусВилл","convenience","55.6867958","37.5750608"
"Ароматный мир","alcohol","55.7053984","37.5799127"
"DNS","electronics","55.7404058","37.6583916"
"Дикси","supermarket","55.7652101","37.7175580"
"ООО ""Новиком""","beauty","55.7239316","37.6269313"
"Дикси","convenience","55.7617671","37.7362984"
"МегаФон","mobile_phone","55.7587451","37.7518255"
"МТС","mobile_phone","55.7517093","37.7159076"
"Диана","dry_cleaning","55.7517412","37.7160749"
"DJI","electronics","55.8063115","37.5844862"
"Магнит","supermarket","55.8737224","37.4848205"
"Пятёрочка","supermarket","55.6856120","37.3080043"
"Дикси","convenience","55.6550840","37.2728120"
"Магнит","supermarket","55.7335318","37.8567627"
"Пятёрочка","supermarket","55.7074589","37.9283742"
"Tele2","mobile_phone","55.7540340","37.6366705"
"Tele2","mobile_phone","55.8199975","37.5764152"
"Магнит","supermarket","55.6730561","37.9035455"
"Магнит","supermarket","55.6606332","37.9049027"
"Магнит","supermarket","55.6750088","37.8753501"
"Магнит","supermarket","55.6909091","37.8676951"
"ВкусВилл","convenience","55.6215236","37.6981087"
"Л'Этуаль","cosmetics","55.6973467","37.5002235"
"ВкусВилл","convenience","55.6666829","37.8596981"
"ВкусВилл","convenience","55.7310119","37.6646808"
"ВкусВилл","convenience","55.7718639","37.6032769"
"ВкусВилл","convenience","55.7664947","37.6476990"
"ВкусВилл","convenience","55.7653947","37.6163225"
"TOPGUN","hairdresser","55.7804900","37.5595672"
"Красное&Белое","alcohol","55.7829242","37.5628243"
"ВкусВилл","convenience","55.8977510","37.5905567"
"Магнит","convenience","55.7752784","37.4855323"
"Пятёрочка","supermarket","55.6990377","37.9194480"
"Billa","supermarket","55.6718516","37.4457442"
"Пятёрочка","supermarket","55.6994047","37.7338381"
"Смешные цены","clothes","55.8073385","37.5294184"
"Смешные цены","clothes","55.6208850","37.6093199"
"Бетховен","pet","55.7961886","37.7193154"
"Honda;Acura","car_repair","55.7411464","37.7429952"
"Wildberries","outpost","55.6486048","37.7357312"
"TOPGUN","hairdresser","55.6905855","37.6583406"
"Кораблик","toys","55.6127079","37.7197847"
"МясновЪ","convenience","55.8801749","37.7132122"
"TOPGUN","hairdresser","55.8061667","37.5452632"
"Диана","dry_cleaning","55.8065595","37.5445142"
"Перекрёсток","supermarket","55.7360879","37.5834587"
"Пятёрочка","supermarket","55.7144138","37.4096180"
"Красное&Белое","alcohol","55.8276712","37.3695847"
"Ароматный мир","alcohol","55.7473969","37.5883739"
"Пятёрочка","supermarket","55.7119928","37.7441937"
"Магнолия","supermarket","55.7371610","37.6005236"
"Билайн","mobile_phone","55.7100616","37.6204859"
"Пятёрочка","supermarket","55.6548823","37.5685633"
"Магнит","supermarket","55.8754376","37.6220012"
"Tele2","mobile_phone","55.7826201","37.7227445"
"Дикси","supermarket","55.7957070","37.5067815"
"Юничел","shoes","55.8886018","37.6438466"
"Перекрёсток","supermarket","55.8705549","37.6381288"
"Подружка","cosmetics","55.8536738","37.3465509"
"Пятёрочка","supermarket","55.7761386","37.6610577"
"Ярче!","supermarket","55.8701565","37.3226307"
"Красное&Белое","alcohol","55.7463935","37.8614221"
"Красное&Белое","alcohol","55.8570650","37.4695292"
"Красное&Белое","alcohol","55.8545200","37.4716482"
"Азбука Вкуса","supermarket","55.7730253","37.5850801"
"Магнолия","supermarket","55.7204885","37.6179640"
"У Палыча","convenience","55.8614207","37.4368411"
"ВкусВилл","convenience","55.8970568","37.4801950"
"Магнолия","convenience","55.7623117","37.6366750"
"Пятёрочка","supermarket","55.7828624","37.4511304"
"Пятёрочка","supermarket","55.7285158","37.7760579"
"Topgun","hairdresser","55.7446734","37.5532946"
"ВкусВилл","convenience","55.6804253","37.6713810"
"Пятёрочка","supermarket","55.6903110","37.6909097"
"Дикси","supermarket","55.8933273","37.4832634"
"The Body Shop","cosmetics","55.8231638","37.4980354"
"The Body Shop","cosmetics","55.7900153","37.5323622"
